Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used
TXN5922675949,ACC24773,ACC49515,1026.97,Transfer,1/17/2025 10:17,Success,FALSE,"55.7558 N, 139.6917 W",Mobile
TXN3099410634,ACC45867,ACC31061,69.81,Withdrawal,1/17/2025 10:50,Failed,FALSE,"35.6895 N, 2.3522 W",Desktop
TXN3775779664,ACC31302,ACC92735,716.02,Withdrawal,1/17/2025 10:59,Failed,FALSE,"51.5074 N, 37.6173 W",Desktop
TXN7459821975,ACC85542,ACC68798,865.15,Deposit,1/17/2025 10:46,Success,TRUE,"55.7558 N, 2.3522 W",Desktop
TXN8075491777,ACC22964,ACC67828,1226.35,Transfer,1/17/2025 10:36,Success,TRUE,"35.6895 N, 139.6917 W",Mobile
TXN1288003827,ACC90218,ACC96495,99.03,Transfer,1/17/2025 10:11,Failed,FALSE,"48.8566 N, 139.6917 W",Desktop
TXN4769969230,ACC62274,ACC60301,58.13,Withdrawal,1/17/2025 10:04,Success,FALSE,"34.0522 N, 2.3522 W",Desktop
TXN9703349688,ACC12686,ACC24401,103.8,Withdrawal,1/17/2025 10:18,Failed,FALSE,"48.8566 N, 2.3522 W",Mobile
TXN1191908152,ACC68233,ACC96195,729.84,Deposit,1/17/2025 10:17,Failed,TRUE,"35.6895 N, 37.6173 W",Desktop
TXN8215188209,ACC74353,ACC33742,755.82,Deposit,1/17/2025 10:35,Failed,FALSE,"34.0522 N, 2.3522 W",Desktop
TXN2591216678,ACC16273,ACC80059,406.25,Deposit,1/17/2025 10:36,Success,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN1657854140,ACC80448,ACC17647,531.26,Transfer,1/17/2025 10:10,Failed,FALSE,"35.6895 N, 0.1278 W",Mobile
TXN6423807883,ACC57145,ACC33986,280.31,Transfer,1/17/2025 10:34,Failed,FALSE,"35.6895 N, -118.2437 W",Desktop
TXN2911402677,ACC68322,ACC44762,1365.35,Transfer,1/17/2025 10:50,Success,FALSE,"34.0522 N, -74.006 W",Desktop
TXN3004498462,ACC41245,ACC33168,914.96,Deposit,1/17/2025 10:02,Success,FALSE,"51.5074 N, 0.1278 W",Mobile
TXN8761342560,ACC33864,ACC18989,1081.34,Deposit,1/17/2025 10:04,Failed,TRUE,"35.6895 N, 0.1278 W",Mobile
TXN9179726148,ACC70138,ACC15338,993.15,Deposit,1/17/2025 10:54,Failed,TRUE,"35.6895 N, 2.3522 W",Desktop
TXN2407769213,ACC35352,ACC22759,286.5,Transfer,1/17/2025 11:00,Failed,FALSE,"34.0522 N, -74.006 W",Mobile
TXN8132394228,ACC16963,ACC95542,229.22,Deposit,1/17/2025 10:24,Failed,FALSE,"51.5074 N, 0.1278 W",Desktop
TXN7938524187,ACC54368,ACC39408,594.59,Transfer,1/17/2025 10:52,Success,TRUE,"55.7558 N, -118.2437 W",Mobile
TXN6872957419,ACC90513,ACC47248,1090.28,Transfer,1/17/2025 10:48,Success,FALSE,"55.7558 N, 37.6173 W",Desktop
TXN8900635637,ACC94120,ACC38990,1229.47,Withdrawal,1/17/2025 10:08,Success,FALSE,"48.8566 N, 139.6917 W",Desktop
TXN3907059390,ACC92957,ACC88670,827.28,Transfer,1/17/2025 10:03,Failed,TRUE,"51.5074 N, -118.2437 W",Mobile
TXN8299674970,ACC68128,ACC30369,985.95,Withdrawal,1/17/2025 10:13,Failed,TRUE,"48.8566 N, 2.3522 W",Desktop
TXN7343962419,ACC85096,ACC86376,854.53,Withdrawal,1/17/2025 10:47,Success,TRUE,"51.5074 N, 2.3522 W",Mobile
TXN5245549593,ACC18763,ACC62616,1170.07,Withdrawal,1/17/2025 10:43,Failed,FALSE,"40.7128 N, 139.6917 W",Mobile
TXN4345176866,ACC70246,ACC68622,1196.04,Deposit,1/17/2025 10:43,Success,TRUE,"34.0522 N, 37.6173 W",Mobile
TXN1560479237,ACC90210,ACC78955,99.09,Deposit,1/17/2025 10:57,Success,FALSE,"40.7128 N, 0.1278 W",Desktop
TXN5092379896,ACC51099,ACC58882,420.86,Deposit,1/17/2025 10:46,Success,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN6843260624,ACC51051,ACC92100,292.99,Withdrawal,1/17/2025 10:55,Success,FALSE,"55.7558 N, -74.006 W",Desktop
TXN8489127084,ACC68214,ACC69691,996.89,Withdrawal,1/17/2025 10:05,Success,TRUE,"55.7558 N, 0.1278 W",Desktop
TXN7338773006,ACC37632,ACC15124,1040.45,Transfer,1/17/2025 10:53,Failed,FALSE,"34.0522 N, 139.6917 W",Desktop
TXN5880566258,ACC66001,ACC91457,476.97,Transfer,1/17/2025 10:05,Success,FALSE,"48.8566 N, 0.1278 W",Mobile
TXN2413731893,ACC49033,ACC49745,241.5,Deposit,1/17/2025 10:42,Success,TRUE,"55.7558 N, 139.6917 W",Mobile
TXN4537775371,ACC23590,ACC29213,463.4,Deposit,1/17/2025 10:39,Success,FALSE,"35.6895 N, -74.006 W",Mobile
TXN9281433787,ACC89865,ACC80153,950.03,Deposit,1/17/2025 10:40,Failed,TRUE,"34.0522 N, 0.1278 W",Mobile
TXN5874991898,ACC67656,ACC83670,499.71,Transfer,1/17/2025 10:21,Failed,TRUE,"51.5074 N, -74.006 W",Mobile
TXN3291589485,ACC85126,ACC72358,978.12,Deposit,1/17/2025 10:24,Failed,TRUE,"40.7128 N, -74.006 W",Mobile
TXN1349130936,ACC61457,ACC40460,692.55,Deposit,1/17/2025 10:21,Failed,TRUE,"55.7558 N, 139.6917 W",Desktop
TXN8148340158,ACC21753,ACC20750,569.57,Deposit,1/17/2025 10:56,Success,FALSE,"55.7558 N, 2.3522 W",Desktop
TXN9928470605,ACC51910,ACC64761,766.78,Transfer,1/17/2025 10:57,Failed,FALSE,"55.7558 N, 2.3522 W",Desktop
TXN2200351148,ACC22516,ACC13675,1364.8,Withdrawal,1/17/2025 10:27,Failed,FALSE,"51.5074 N, 139.6917 W",Desktop
TXN4624273975,ACC24347,ACC81604,287.89,Deposit,1/17/2025 10:37,Failed,TRUE,"35.6895 N, -118.2437 W",Mobile
TXN9937533232,ACC37249,ACC24107,1012.1,Transfer,1/17/2025 10:08,Failed,TRUE,"48.8566 N, -74.006 W",Desktop
TXN1696527060,ACC44804,ACC26269,1497.76,Transfer,1/17/2025 10:54,Success,TRUE,"55.7558 N, -118.2437 W",Desktop
TXN7597097822,ACC86387,ACC40915,477.66,Transfer,1/17/2025 10:20,Failed,FALSE,"51.5074 N, 139.6917 W",Desktop
TXN2915893387,ACC49543,ACC87457,895.62,Transfer,1/17/2025 10:25,Failed,FALSE,"48.8566 N, 0.1278 W",Desktop
TXN4827977949,ACC60988,ACC50730,176.46,Transfer,1/17/2025 10:54,Success,TRUE,"34.0522 N, -118.2437 W",Mobile
TXN6617448958,ACC14377,ACC64719,53.53,Deposit,1/17/2025 10:53,Failed,TRUE,"40.7128 N, -74.006 W",Mobile
TXN6280767843,ACC90421,ACC28114,233.95,Deposit,1/17/2025 10:17,Failed,FALSE,"48.8566 N, 37.6173 W",Desktop
TXN5271444103,ACC37740,ACC86799,1058.41,Transfer,1/17/2025 10:47,Success,FALSE,"55.7558 N, -74.006 W",Desktop
TXN1536273608,ACC96845,ACC91092,599.56,Deposit,1/17/2025 10:23,Failed,TRUE,"35.6895 N, 37.6173 W",Desktop
TXN3937314067,ACC92362,ACC12289,429.38,Transfer,1/17/2025 10:56,Failed,FALSE,"40.7128 N, -118.2437 W",Desktop
TXN2720807903,ACC93407,ACC21651,1434.83,Withdrawal,1/17/2025 10:11,Success,FALSE,"51.5074 N, 0.1278 W",Mobile
TXN7452848702,ACC88337,ACC60532,892.35,Transfer,1/17/2025 10:07,Success,TRUE,"35.6895 N, -74.006 W",Desktop
TXN4755755598,ACC65228,ACC34461,1009.5,Withdrawal,1/17/2025 10:10,Success,TRUE,"48.8566 N, 0.1278 W",Mobile
TXN1760011640,ACC94252,ACC77910,407.18,Deposit,1/17/2025 10:45,Success,FALSE,"34.0522 N, -74.006 W",Desktop
TXN6811608436,ACC60684,ACC15125,530.77,Transfer,1/17/2025 10:20,Failed,TRUE,"51.5074 N, -118.2437 W",Mobile
TXN8157291340,ACC85639,ACC80929,548.93,Transfer,1/17/2025 10:49,Failed,TRUE,"34.0522 N, 2.3522 W",Mobile
TXN6948194620,ACC36199,ACC30649,934.63,Deposit,1/17/2025 10:11,Failed,FALSE,"51.5074 N, -118.2437 W",Mobile
TXN3765488448,ACC74791,ACC19859,985.07,Transfer,1/17/2025 10:35,Failed,TRUE,"48.8566 N, 37.6173 W",Desktop
TXN5349103389,ACC84937,ACC14567,1157.76,Withdrawal,1/17/2025 10:02,Failed,TRUE,"35.6895 N, 2.3522 W",Mobile
TXN3634235632,ACC70124,ACC20440,256.07,Withdrawal,1/17/2025 10:25,Failed,FALSE,"51.5074 N, 0.1278 W",Mobile
TXN3987830639,ACC47706,ACC73922,1222.13,Withdrawal,1/17/2025 10:52,Success,FALSE,"55.7558 N, -74.006 W",Desktop
TXN6827741081,ACC40276,ACC13338,97.22,Withdrawal,1/17/2025 10:55,Failed,FALSE,"55.7558 N, 139.6917 W",Mobile
TXN7760115770,ACC82828,ACC36212,474.4,Transfer,1/17/2025 10:26,Failed,FALSE,"48.8566 N, 0.1278 W",Desktop
TXN2349552755,ACC20603,ACC64354,63.23,Transfer,1/17/2025 10:52,Success,FALSE,"35.6895 N, 139.6917 W",Mobile
TXN2205129655,ACC32633,ACC42325,1464.96,Deposit,1/17/2025 10:11,Success,FALSE,"48.8566 N, -118.2437 W",Mobile
TXN5544938025,ACC60930,ACC55417,806.29,Deposit,1/17/2025 10:24,Failed,TRUE,"35.6895 N, 0.1278 W",Desktop
TXN8520574795,ACC48834,ACC48167,1181.75,Deposit,1/17/2025 10:19,Failed,TRUE,"48.8566 N, 139.6917 W",Desktop
TXN1987186978,ACC11072,ACC37746,201.5,Transfer,1/17/2025 10:11,Failed,FALSE,"55.7558 N, 2.3522 W",Mobile
TXN6111915454,ACC46679,ACC27556,128.78,Transfer,1/17/2025 10:30,Success,FALSE,"55.7558 N, -74.006 W",Desktop
TXN5332044415,ACC76092,ACC29666,439.79,Withdrawal,1/17/2025 10:06,Success,TRUE,"51.5074 N, -118.2437 W",Desktop
TXN7915670502,ACC23770,ACC81872,1011.54,Deposit,1/17/2025 10:35,Success,TRUE,"34.0522 N, -74.006 W",Desktop
TXN2643911906,ACC42513,ACC94355,483.75,Deposit,1/17/2025 10:39,Success,TRUE,"35.6895 N, 37.6173 W",Mobile
TXN8620085823,ACC39090,ACC49458,678.01,Transfer,1/17/2025 10:06,Failed,FALSE,"51.5074 N, 2.3522 W",Mobile
TXN4548697356,ACC77920,ACC10329,597.43,Transfer,1/17/2025 10:40,Failed,FALSE,"55.7558 N, 2.3522 W",Desktop
TXN1435383761,ACC43553,ACC94408,1172.11,Withdrawal,1/17/2025 10:29,Success,TRUE,"48.8566 N, 0.1278 W",Mobile
TXN3005575371,ACC41096,ACC27545,919.33,Transfer,1/17/2025 10:30,Failed,FALSE,"40.7128 N, -74.006 W",Mobile
TXN4457314718,ACC84357,ACC99000,1331.78,Transfer,1/17/2025 10:17,Success,TRUE,"51.5074 N, 139.6917 W",Mobile
TXN2695316508,ACC59341,ACC41010,1304.24,Deposit,1/17/2025 10:51,Failed,TRUE,"55.7558 N, -118.2437 W",Mobile
TXN2013712439,ACC70445,ACC79951,229.96,Transfer,1/17/2025 10:11,Success,FALSE,"34.0522 N, -74.006 W",Desktop
TXN1586213339,ACC93764,ACC33894,951.98,Transfer,1/17/2025 10:07,Failed,FALSE,"48.8566 N, 2.3522 W",Mobile
TXN4702742989,ACC60516,ACC31378,822.01,Deposit,1/17/2025 10:05,Success,TRUE,"55.7558 N, 139.6917 W",Desktop
TXN7957686611,ACC38995,ACC74535,160,Transfer,1/17/2025 10:09,Success,FALSE,"48.8566 N, 139.6917 W",Desktop
TXN2478085562,ACC50602,ACC23555,832.4,Transfer,1/17/2025 10:13,Failed,FALSE,"34.0522 N, 139.6917 W",Mobile
TXN3007228135,ACC84076,ACC73219,1076.04,Withdrawal,1/17/2025 10:21,Failed,FALSE,"55.7558 N, 0.1278 W",Desktop
TXN9326625381,ACC28204,ACC97616,654.74,Transfer,1/17/2025 10:29,Success,TRUE,"40.7128 N, 0.1278 W",Mobile
TXN3238274353,ACC78774,ACC16571,280.59,Deposit,1/17/2025 10:38,Success,FALSE,"51.5074 N, 2.3522 W",Desktop
TXN1978796225,ACC75912,ACC81334,1390.33,Withdrawal,1/17/2025 10:33,Success,TRUE,"48.8566 N, 2.3522 W",Desktop
TXN3309554973,ACC31641,ACC89448,417.93,Withdrawal,1/17/2025 10:39,Success,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN7460255392,ACC30395,ACC69061,1249.53,Deposit,1/17/2025 10:45,Failed,FALSE,"51.5074 N, 0.1278 W",Mobile
TXN4683838708,ACC97548,ACC41959,1304.23,Transfer,1/17/2025 10:28,Success,FALSE,"35.6895 N, 2.3522 W",Desktop
TXN8503880040,ACC25310,ACC62373,775.27,Transfer,1/17/2025 10:21,Success,TRUE,"35.6895 N, 139.6917 W",Mobile
TXN8622771982,ACC82285,ACC37850,407.35,Withdrawal,1/17/2025 10:46,Failed,TRUE,"48.8566 N, 139.6917 W",Desktop
TXN9831119424,ACC72956,ACC76225,662.75,Withdrawal,1/17/2025 10:56,Success,FALSE,"51.5074 N, 0.1278 W",Desktop
TXN8058810575,ACC72602,ACC81316,269.99,Withdrawal,1/17/2025 10:16,Success,FALSE,"51.5074 N, 37.6173 W",Mobile
TXN7995329384,ACC22887,ACC77756,1393.08,Withdrawal,1/17/2025 10:40,Success,TRUE,"40.7128 N, -74.006 W",Desktop
TXN5244246982,ACC96030,ACC68425,380.22,Deposit,1/17/2025 10:51,Success,TRUE,"34.0522 N, 2.3522 W",Mobile
TXN1214214618,ACC73255,ACC16562,117.67,Withdrawal,1/17/2025 10:24,Failed,FALSE,"35.6895 N, 2.3522 W",Desktop
TXN9329992317,ACC32059,ACC62896,693.77,Deposit,1/17/2025 10:22,Success,TRUE,"51.5074 N, 0.1278 W",Desktop
TXN3559474519,ACC95922,ACC88691,91.57,Deposit,1/17/2025 10:55,Success,FALSE,"51.5074 N, 0.1278 W",Mobile
TXN4192170575,ACC38323,ACC88461,1453.16,Transfer,1/17/2025 10:42,Success,FALSE,"55.7558 N, 37.6173 W",Desktop
TXN9205676914,ACC99891,ACC18193,798.88,Transfer,1/17/2025 10:32,Success,FALSE,"48.8566 N, 139.6917 W",Mobile
TXN9089466769,ACC67630,ACC31727,94.08,Withdrawal,1/17/2025 10:06,Failed,TRUE,"34.0522 N, -118.2437 W",Desktop
TXN1525947631,ACC88611,ACC17504,129.36,Withdrawal,1/17/2025 10:47,Failed,FALSE,"40.7128 N, -118.2437 W",Mobile
TXN2967565010,ACC52765,ACC17647,320.15,Deposit,1/17/2025 10:39,Success,FALSE,"40.7128 N, 0.1278 W",Mobile
TXN3831013249,ACC74018,ACC41258,628.16,Deposit,1/17/2025 10:02,Failed,FALSE,"40.7128 N, 0.1278 W",Mobile
TXN8479002355,ACC34645,ACC59787,312.62,Withdrawal,1/17/2025 10:47,Success,FALSE,"51.5074 N, 139.6917 W",Desktop
TXN8781462679,ACC32307,ACC28376,594.88,Transfer,1/17/2025 10:57,Success,TRUE,"35.6895 N, 139.6917 W",Mobile
TXN3797326632,ACC17079,ACC90748,1107.97,Transfer,1/17/2025 10:32,Success,TRUE,"55.7558 N, 2.3522 W",Desktop
TXN1777850076,ACC32679,ACC81450,466.07,Transfer,1/17/2025 10:11,Failed,FALSE,"35.6895 N, 2.3522 W",Desktop
TXN2044765741,ACC78879,ACC14470,485.51,Deposit,1/17/2025 10:53,Success,TRUE,"40.7128 N, -74.006 W",Mobile
TXN9943868344,ACC47893,ACC40785,1290.77,Transfer,1/17/2025 10:42,Success,FALSE,"34.0522 N, 37.6173 W",Mobile
TXN8262818336,ACC52547,ACC63134,391.02,Transfer,1/17/2025 10:44,Success,TRUE,"34.0522 N, 0.1278 W",Mobile
TXN2373253528,ACC97327,ACC44378,1297.35,Transfer,1/17/2025 10:22,Failed,TRUE,"35.6895 N, -118.2437 W",Desktop
TXN9296634856,ACC63853,ACC63130,134.07,Withdrawal,1/17/2025 10:58,Failed,TRUE,"48.8566 N, 37.6173 W",Mobile
TXN4416733764,ACC25311,ACC52411,420.97,Deposit,1/17/2025 10:50,Success,TRUE,"48.8566 N, -74.006 W",Desktop
TXN4715125973,ACC26336,ACC12865,224.14,Transfer,1/17/2025 10:24,Success,FALSE,"40.7128 N, 0.1278 W",Mobile
TXN1293504093,ACC52960,ACC65654,1043.24,Transfer,1/17/2025 10:10,Success,TRUE,"40.7128 N, 0.1278 W",Mobile
TXN5402872631,ACC10398,ACC13115,555.97,Transfer,1/17/2025 10:22,Success,TRUE,"48.8566 N, -74.006 W",Mobile
TXN8058414110,ACC96309,ACC33210,319.68,Deposit,1/17/2025 10:36,Failed,TRUE,"55.7558 N, 0.1278 W",Mobile
TXN1804188246,ACC70325,ACC90820,978.39,Deposit,1/17/2025 10:55,Success,FALSE,"51.5074 N, 2.3522 W",Desktop
TXN6256269209,ACC19011,ACC25721,894.94,Transfer,1/17/2025 10:49,Success,FALSE,"55.7558 N, -74.006 W",Desktop
TXN4719214031,ACC90519,ACC47130,1272.62,Withdrawal,1/17/2025 10:19,Failed,TRUE,"51.5074 N, 2.3522 W",Desktop
TXN9644247673,ACC94820,ACC64337,260.21,Withdrawal,1/17/2025 10:09,Success,FALSE,"35.6895 N, -118.2437 W",Desktop
TXN4038631801,ACC97742,ACC36014,349.61,Transfer,1/17/2025 10:06,Failed,TRUE,"48.8566 N, 37.6173 W",Mobile
TXN3710024296,ACC13717,ACC77116,259,Withdrawal,1/17/2025 10:33,Success,FALSE,"48.8566 N, 0.1278 W",Desktop
TXN6322314609,ACC20729,ACC41588,102.81,Transfer,1/17/2025 10:51,Success,FALSE,"51.5074 N, 2.3522 W",Mobile
TXN2046870073,ACC52631,ACC87532,396.54,Withdrawal,1/17/2025 10:55,Success,FALSE,"48.8566 N, 2.3522 W",Mobile
TXN5078779271,ACC40213,ACC90437,794.73,Deposit,1/17/2025 10:22,Success,TRUE,"51.5074 N, 0.1278 W",Mobile
TXN8272540722,ACC54935,ACC25665,1404.91,Withdrawal,1/17/2025 10:01,Failed,FALSE,"55.7558 N, 0.1278 W",Desktop
TXN8956956973,ACC37317,ACC49961,88.64,Withdrawal,1/17/2025 10:25,Failed,TRUE,"34.0522 N, -118.2437 W",Mobile
TXN1183529701,ACC88880,ACC90819,890.83,Withdrawal,1/17/2025 10:57,Failed,FALSE,"48.8566 N, 139.6917 W",Desktop
TXN3581606217,ACC78890,ACC44155,1360.18,Withdrawal,1/17/2025 10:53,Failed,TRUE,"55.7558 N, 0.1278 W",Desktop
TXN8836932523,ACC27506,ACC72599,1181.01,Transfer,1/17/2025 10:31,Success,FALSE,"55.7558 N, -74.006 W",Mobile
TXN6844399702,ACC80355,ACC18439,766.93,Withdrawal,1/17/2025 10:18,Failed,TRUE,"35.6895 N, -118.2437 W",Mobile
TXN9753006039,ACC68822,ACC16251,350.01,Withdrawal,1/17/2025 10:05,Failed,FALSE,"40.7128 N, -118.2437 W",Mobile
TXN9155119110,ACC50413,ACC36346,116.93,Withdrawal,1/17/2025 10:14,Success,TRUE,"40.7128 N, 0.1278 W",Mobile
TXN4482249133,ACC17762,ACC70271,1460.24,Transfer,1/17/2025 10:37,Failed,FALSE,"48.8566 N, -118.2437 W",Mobile
TXN4817008281,ACC83523,ACC74796,1205.92,Withdrawal,1/17/2025 10:17,Failed,TRUE,"55.7558 N, -118.2437 W",Mobile
TXN3215135557,ACC52777,ACC69706,263.79,Transfer,1/17/2025 10:10,Failed,TRUE,"51.5074 N, 0.1278 W",Desktop
TXN2294957204,ACC73260,ACC33563,597.89,Withdrawal,1/17/2025 10:59,Failed,TRUE,"55.7558 N, 139.6917 W",Mobile
TXN5515093118,ACC90096,ACC86295,275.18,Transfer,1/17/2025 10:42,Success,TRUE,"51.5074 N, 0.1278 W",Desktop
TXN5955230998,ACC41859,ACC76935,337.39,Deposit,1/17/2025 10:45,Failed,FALSE,"40.7128 N, 2.3522 W",Mobile
TXN7683609463,ACC34002,ACC28087,152.01,Withdrawal,1/17/2025 10:48,Failed,TRUE,"51.5074 N, -118.2437 W",Desktop
TXN9272395195,ACC32275,ACC71363,523.92,Transfer,1/17/2025 10:11,Failed,TRUE,"48.8566 N, 139.6917 W",Mobile
TXN3523224916,ACC48463,ACC44249,1010.44,Withdrawal,1/17/2025 10:58,Success,TRUE,"35.6895 N, 0.1278 W",Mobile
TXN1093768801,ACC80825,ACC64136,1319.31,Transfer,1/17/2025 10:27,Failed,TRUE,"55.7558 N, 2.3522 W",Mobile
TXN5422336942,ACC28851,ACC62524,1015.37,Transfer,1/17/2025 10:42,Success,TRUE,"35.6895 N, 2.3522 W",Mobile
TXN5693088212,ACC42629,ACC27937,159.86,Deposit,1/17/2025 10:50,Success,TRUE,"48.8566 N, -118.2437 W",Desktop
TXN1895509653,ACC26148,ACC50497,977.23,Deposit,1/17/2025 10:59,Success,TRUE,"51.5074 N, 37.6173 W",Mobile
TXN4864313140,ACC92864,ACC70845,113.55,Withdrawal,1/17/2025 10:54,Failed,FALSE,"51.5074 N, 139.6917 W",Mobile
TXN3921821159,ACC26387,ACC28310,1122.6,Withdrawal,1/17/2025 10:21,Success,FALSE,"51.5074 N, 0.1278 W",Desktop
TXN3473885435,ACC61843,ACC72282,1245.9,Deposit,1/17/2025 10:51,Failed,TRUE,"48.8566 N, 139.6917 W",Desktop
TXN8723172315,ACC60861,ACC60371,1091.63,Withdrawal,1/17/2025 10:18,Failed,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN4717279150,ACC26092,ACC16514,420.94,Withdrawal,1/17/2025 10:53,Success,TRUE,"51.5074 N, -118.2437 W",Desktop
TXN2144060017,ACC67900,ACC32304,268.65,Transfer,1/17/2025 10:47,Success,TRUE,"35.6895 N, 37.6173 W",Desktop
TXN3506993682,ACC78750,ACC36439,897.39,Deposit,1/17/2025 10:07,Failed,TRUE,"48.8566 N, -118.2437 W",Mobile
TXN3465112627,ACC66845,ACC77043,1478.53,Transfer,1/17/2025 10:54,Failed,FALSE,"48.8566 N, 139.6917 W",Mobile
TXN2795257887,ACC47080,ACC55617,1000.94,Deposit,1/17/2025 10:26,Failed,TRUE,"51.5074 N, 139.6917 W",Mobile
TXN4445805450,ACC71350,ACC83566,543.02,Deposit,1/17/2025 10:23,Failed,FALSE,"35.6895 N, 0.1278 W",Desktop
TXN6234566048,ACC69741,ACC64983,615.92,Deposit,1/17/2025 10:36,Success,TRUE,"40.7128 N, 0.1278 W",Desktop
TXN7967055596,ACC75603,ACC32073,783.76,Withdrawal,1/17/2025 10:56,Failed,TRUE,"40.7128 N, 0.1278 W",Desktop
TXN1754402542,ACC85076,ACC27946,1085.26,Deposit,1/17/2025 10:29,Failed,FALSE,"55.7558 N, 139.6917 W",Mobile
TXN8149798658,ACC51762,ACC51094,69.26,Withdrawal,1/17/2025 10:10,Failed,FALSE,"55.7558 N, 2.3522 W",Mobile
TXN3866221574,ACC24246,ACC83779,649.53,Transfer,1/17/2025 10:13,Failed,FALSE,"48.8566 N, -74.006 W",Mobile
TXN7074825756,ACC80128,ACC82248,893.51,Deposit,1/17/2025 10:01,Failed,FALSE,"48.8566 N, 139.6917 W",Desktop
TXN1264483408,ACC92615,ACC20606,978.2,Deposit,1/17/2025 10:05,Failed,TRUE,"51.5074 N, 0.1278 W",Desktop
TXN2630973907,ACC76870,ACC76210,1324.85,Withdrawal,1/17/2025 10:41,Success,TRUE,"40.7128 N, 139.6917 W",Mobile
TXN6559269684,ACC19685,ACC72460,121.48,Transfer,1/17/2025 10:57,Success,FALSE,"55.7558 N, 139.6917 W",Desktop
TXN5264915932,ACC94323,ACC61092,614.72,Withdrawal,1/17/2025 10:01,Success,FALSE,"34.0522 N, 139.6917 W",Desktop
TXN2571649134,ACC30528,ACC36351,807.82,Deposit,1/17/2025 10:08,Success,TRUE,"55.7558 N, -74.006 W",Desktop
TXN7009664995,ACC12808,ACC87838,1454.09,Deposit,1/17/2025 10:03,Failed,FALSE,"34.0522 N, 139.6917 W",Desktop
TXN1865615153,ACC97862,ACC11323,1263.45,Deposit,1/17/2025 10:47,Success,FALSE,"51.5074 N, 2.3522 W",Desktop
TXN4168078707,ACC66726,ACC28270,567.4,Deposit,1/17/2025 10:05,Success,TRUE,"48.8566 N, -118.2437 W",Desktop
TXN8990079335,ACC97560,ACC37375,892.61,Deposit,1/17/2025 10:36,Success,FALSE,"55.7558 N, 0.1278 W",Mobile
TXN4521283693,ACC91378,ACC54434,633.35,Deposit,1/17/2025 11:00,Failed,FALSE,"40.7128 N, 0.1278 W",Desktop
TXN1398097487,ACC99684,ACC66040,746.64,Deposit,1/17/2025 10:51,Success,TRUE,"40.7128 N, -118.2437 W",Mobile
TXN8373322501,ACC83947,ACC42631,528.35,Withdrawal,1/17/2025 10:09,Success,FALSE,"55.7558 N, 139.6917 W",Desktop
TXN4905953142,ACC86519,ACC44726,624.86,Withdrawal,1/17/2025 10:35,Failed,FALSE,"48.8566 N, 37.6173 W",Mobile
TXN5052028045,ACC19518,ACC25846,1346.57,Withdrawal,1/17/2025 10:46,Failed,TRUE,"51.5074 N, 37.6173 W",Desktop
TXN4933949135,ACC43784,ACC35641,535.09,Deposit,1/17/2025 10:44,Failed,FALSE,"51.5074 N, 139.6917 W",Mobile
TXN1428054922,ACC82828,ACC77176,668.52,Deposit,1/17/2025 10:05,Failed,FALSE,"55.7558 N, 2.3522 W",Mobile
TXN3264969836,ACC85810,ACC97228,487.74,Transfer,1/17/2025 10:40,Success,TRUE,"55.7558 N, 37.6173 W",Mobile
TXN8730102843,ACC80637,ACC10646,215.42,Deposit,1/17/2025 10:13,Success,FALSE,"40.7128 N, 2.3522 W",Desktop
TXN2498617562,ACC70544,ACC22763,786.57,Transfer,1/17/2025 10:23,Success,TRUE,"51.5074 N, 2.3522 W",Mobile
TXN8239315689,ACC26031,ACC13443,1263.21,Withdrawal,1/17/2025 10:32,Failed,FALSE,"34.0522 N, -118.2437 W",Desktop
TXN6622880955,ACC73505,ACC41835,396.08,Transfer,1/17/2025 10:23,Failed,TRUE,"34.0522 N, 0.1278 W",Mobile
TXN1889402287,ACC97828,ACC93951,714.58,Transfer,1/17/2025 10:55,Success,FALSE,"35.6895 N, 0.1278 W",Mobile
TXN4190406320,ACC19348,ACC46748,643.4,Transfer,1/17/2025 10:56,Success,FALSE,"55.7558 N, -118.2437 W",Desktop
TXN2969596138,ACC45896,ACC17672,1333.87,Withdrawal,1/17/2025 10:27,Success,FALSE,"40.7128 N, 139.6917 W",Mobile
TXN3316454211,ACC10811,ACC86980,1292.55,Transfer,1/17/2025 10:12,Failed,FALSE,"51.5074 N, 37.6173 W",Desktop
TXN7693168196,ACC15750,ACC20083,1209.22,Deposit,1/17/2025 10:55,Success,TRUE,"35.6895 N, 0.1278 W",Desktop
TXN5423422909,ACC96725,ACC59742,971.32,Withdrawal,1/17/2025 10:47,Success,FALSE,"40.7128 N, 2.3522 W",Desktop
TXN8130580934,ACC29795,ACC77438,155.79,Deposit,1/17/2025 10:24,Failed,TRUE,"34.0522 N, -118.2437 W",Mobile
TXN4627141841,ACC87313,ACC58959,337.59,Transfer,1/17/2025 10:06,Success,FALSE,"51.5074 N, 2.3522 W",Mobile
TXN7937750067,ACC26501,ACC19142,540.97,Transfer,1/17/2025 10:15,Failed,TRUE,"55.7558 N, 2.3522 W",Desktop
